1429	0	0.010113552	0.022526897
1429	1	0.7368247495155918	-29.08049064747855
1429	2	-2.5220302994891886	-29.818853528270402
1828	0	0.013608608	0.010088863
1828	1	0.3822333614079304	-25.760707574158307
1828	2	-2.348245093604698	-23.952847972699907
2229	0	0.021293614	-0.0004962473
2229	1	0.7291285419142176	-24.58687796553876
2229	2	-1.8480706046099014	-21.739640277939866
2629	0	0.037887547	-0.012456867
2629	1	0.8579796599331122	-19.97976766277414
2629	2	-1.678824298389993	-20.46539496701506
3030	0	0.039208718	-0.10627141
3030	1	1.0900159691067037	-22.938616412474918
3030	2	-1.792020290033984	-23.019778852764205
3430	0	0.07115214	-0.40960273
3430	1	1.4898633459419575	-22.821807163326895
3430	2	-1.578275400657363	-22.94950177269687
3831	0	0.105067834	-0.7351879
3831	1	1.5900089822548211	-22.328724799962615
3831	2	-1.5883186058676066	-23.125614215669128
4231	0	0.08293711	-1.1081681
4231	1	1.8388391551800665	-24.183247000902718
4231	2	-1.7098385367201216	-25.301453104782514
4632	0	0.08879296	-1.5405668
4632	1	1.722173953486479	-22.122316899846346
4632	2	-1.7646277656143379	-24.952126785117652
5032	0	0.13416219	-2.0233252
5032	1	1.7938981401853977	-21.75715902549437
5032	2	-1.7684045758258862	-24.785477736848488
5433	0	0.14598237	-2.4903245
5433	1	1.9471664568320797	-23.86281065569254
5433	2	-1.8914476359191417	-23.403933231178748
5833	0	0.15175219	-2.9401827
5833	1	1.8001860111432173	-22.78648003783079
5833	2	-1.8732079817735408	-22.692340822019872
6234	0	0.19808254	-3.4171758
6234	1	1.8820538917889365	-22.269245605388928
6234	2	-1.8989042242440954	-22.086167498046716
6633	0	0.18910044	-3.891181
6633	1	1.9347119498421217	-21.523472365447816
6633	2	-1.9354163565055365	-22.0399175338251
7034	0	0.17561932	-4.361496
7034	1	1.9504615530434029	-20.161657234309445
7034	2	-1.9128806182023816	-21.362889630047057
7435	0	0.20260626	-4.8361526
7435	1	2.134291986215104	-20.207157432192094
7435	2	-2.022916192861911	-21.162535741087673
7835	0	0.19019465	-5.3385305
7835	1	2.2288966973872832	-19.568470657593515
7835	2	-1.970894001057982	-20.599059175607906
8236	0	0.18275546	-5.845195
8236	1	2.302952111678879	-19.06862206154549
8236	2	-1.9569124490934935	-19.797604744481546
8636	0	0.18541166	-6.3480725
8636	1	2.222918752657239	-17.548401278222514
8636	2	-1.8851844177987773	-19.150869068779706
9037	0	0.18506059	-6.8462186
9037	1	2.2946890866816263	-16.97017816320765
9037	2	-1.787713499778398	-18.664494335088694
9437	0	0.17858027	-7.3554235
9437	1	2.3949672946520826	-16.727660899334772
9437	2	-1.7685685645697211	-17.858310230919173
9838	0	0.18980753	-7.8360243
9838	1	2.404936802185007	-16.055894341184285
9838	2	-1.7812116905175188	-17.710748392938243
10238	0	0.18688367	-8.299728
10238	1	2.3383670204683757	-15.198133235446882
10238	2	-1.7174682285259286	-16.883104195402012
10639	0	0.1603536	-8.776591
10639	1	2.439910473868529	-15.06506717994926
10639	2	-1.7065484758735823	-16.51479585198235
11039	0	0.14090651	-9.2881775
11039	1	2.379889324807729	-14.758641458013319
11039	2	-1.7932732583069964	-16.255570974460802
