time,r00,r01,r02,r10,r11,r12,r20,r21,r22,t0,t1,t2,pitch,yaw,roll,fx,ox,fy,oy
1465,0.004358758,0.9999629,-0.0074363058,-0.99723774,0.004898033,0.07411379,0.07414746,0.007092723,0.99722207,-0.00034108385,0.001774793,-0.00746094,-0.07418181,-0.007456883,-1.5658847,1506.6976,976.614,1506.6976,723.31146
1501,0.0025628433,0.9999678,-0.0076111928,-0.99720955,0.0031234927,0.07458747,0.07460884,0.0073987995,0.9971854,1.1410564e-05,0.0016867756,-0.008324679,-0.07465681,-0.0076325275,-1.5676641,1506.7874,976.5966,1506.7874,723.3446
1531,0.002492622,0.9999585,-0.008763518,-0.99710274,0.0031515674,0.07600097,0.076025434,0.008548686,0.9970693,0.000675492,0.001718312,-0.009304935,-0.07607433,-0.00878905,-1.5676357,1506.7964,976.60596,1506.7964,723.3414
1563,0.0021805419,0.9998888,-0.014758584,-0.9975956,0.003197389,0.069229834,0.06926931,0.01457214,0.9974916,7.447973e-05,0.0018785006,-0.008513334,-0.06928525,-0.014794618,-1.5675912,1506.6886,976.55554,1506.6886,723.343
1596,0.0021558541,0.9999087,-0.013342968,-0.997871,0.0030208037,0.0651477,0.06518205,0.013174114,0.9977864,0.0005527362,0.0018518488,-0.008889688,-0.06519387,-0.013371773,-1.567769,1506.7245,976.62256,1506.7245,723.3149
1630,0.0019617772,0.9999157,-0.01283651,-0.9978064,0.0028067224,0.066140406,0.06617086,0.012678598,0.99772775,0.0010882877,0.001674728,-0.009997262,-0.06618872,-0.012865035,-1.5679834,1506.8413,976.6518,1506.8413,723.35223
1664,0.00042966704,0.999855,-0.01702531,-0.99773836,0.0015729751,0.06719711,0.06721413,0.016957937,0.99759436,0.00066285953,0.0013621286,-0.01106213,-0.06724778,-0.01706471,-1.5692198,1506.8187,976.63934,1506.8187,723.31116
1698,0.0010454056,0.99986774,-0.016235502,-0.99767804,0.002148446,0.06807198,0.06809785,0.016126646,0.99754834,0.0009528361,0.0010406892,-0.012188526,-0.06812466,-0.016273968,-1.5686429,1506.7336,976.6325,1506.7336,723.3565
1731,-0.0029299739,0.99985325,-0.016882371,-0.9978833,-0.001826623,0.06500375,0.06496336,0.017037097,0.99774224,0.00089667924,0.0009340513,-0.010787788,-0.06504962,-0.01691896,-1.5726268,1506.7426,976.56995,1506.7426,723.3458
1764,-0.0038996066,0.99983704,-0.01763059,-0.9978888,-0.0027478097,0.06488791,0.06482889,0.017846406,0.9977368,0.0010765418,0.00094263116,-0.0106247105,-0.06493353,-0.017668743,-1.57355,1506.8008,976.6731,1506.8008,723.34033
1798,-0.0018411587,0.99982333,-0.018709589,-0.99785256,-0.0006118929,0.065496914,0.065473884,0.018790001,0.9976774,0.001214195,0.0010986148,-0.0112978015,-0.06554383,-0.018750947,-1.5714096,1506.7739,976.61017,1506.7739,723.28705
1831,-0.0025016794,0.9998565,-0.016759047,-0.998059,-0.0014536502,0.062257856,0.062224552,0.016882269,0.9979194,0.0010598786,0.0010747663,-0.011137761,-0.062298145,-0.016792411,-1.5722528,1506.7828,976.60657,1506.7828,723.3304
1864,-0.0032318314,0.99985254,-0.016867483,-0.9982713,-0.0022359095,0.058732223,0.058685843,0.017028136,0.99813133,0.0011484995,0.0010251887,-0.01117542,-0.05876604,-0.016897453,-1.5730361,1506.6842,976.6098,1506.6842,723.3507
1897,-0.0027753396,0.9998033,-0.019635808,-0.9982259,-0.0016020789,0.059516396,0.059473235,0.019766156,0.9980341,0.0012794957,0.0010687899,-0.0119039295,-0.05955159,-0.019671947,-1.5724013,1506.8278,976.61176,1506.8278,723.34515
1931,-0.0044513717,0.99983466,-0.017635,-0.9982503,-0.0034031293,0.059031293,0.058961518,0.017866917,0.99810034,0.0006584376,0.00088058366,-0.010815671,-0.059065633,-0.017666727,-1.5742054,1506.8143,976.62036,1506.8143,723.32196
1964,-0.003779631,0.99984586,-0.017149173,-0.99840397,-0.0028067343,0.056404922,0.05634809,0.017334994,0.9982607,0.00041215867,0.000901063,-0.010412982,-0.056434873,-0.017177364,-1.5736076,1506.7065,976.6179,1506.7065,723.3357
1997,-0.00590953,0.99983615,-0.017109979,-0.99850315,-0.0049695875,0.05446598,0.05437203,0.017406238,0.99836904,0.00061955675,0.0009910441,-0.010915421,-0.054492943,-0.017136253,-1.5757734,1506.7828,976.63837,1506.7828,723.3153
2031,-0.010311523,0.9998188,-0.016004859,-0.9986418,-0.009479284,0.051231414,0.051070414,0.016511396,0.9985585,0.0005057752,0.0006519746,-0.010952994,-0.05125385,-0.01602659,-1.5802882,1506.7426,976.61066,1506.7426,723.3401
2064,-0.008093186,0.9998296,-0.01659799,-0.99868226,-0.007240462,0.050807007,0.050678164,0.016987309,0.9985706,0.00010194257,0.00057276024,-0.011541984,-0.05082889,-0.016620219,-1.5780462,1506.7513,976.5986,1506.7513,723.36835
2097,-0.007476534,0.99980855,-0.018086702,-0.99870914,-0.006557148,0.05036806,0.050239816,0.018439936,0.9985669,-0.00021601655,0.00049035245,-0.012658856,-0.05038938,-0.018110678,-1.5773618,1506.7201,976.6327,1506.7201,723.3234
