1465	4	3.0476078966199767	-14.952649233396192
1864	4	3.7081175887698636	-17.37565392404627
2264	4	3.875434025968178	-18.03194295096263
2665	4	3.6855472079566596	-17.29868509304014
3065	4	3.204626928285301	-15.72240685007819
3466	4	2.921333918909261	-14.426769748845938
3867	4	3.0860163271131498	-15.192187321284793
4267	4	2.992274270140273	-14.316075036456628
4667	4	2.891956726566508	-14.003379935215841
5068	4	2.940249658280448	-13.930370365743531
5468	4	3.0078857118398648	-13.477377025570037
5869	4	2.676211096816478	-12.05754766931419
6268	4	2.747849146202185	-11.757877339066145
6669	4	2.6260785868098675	-10.984704442051285
7069	4	2.5777329109945657	-10.387306519933318
7469	4	2.5597520878992257	-9.889198227061696
7870	4	2.5496790833118865	-9.32305699648412
8270	4	2.3306237043811078	-8.443144868853036
8670	4	2.3530512598052065	-7.961393010323084
